iter	Logloss
166	0.2603327685
167	0.2600492715
168	0.2595263421
169	0.2593849513
170	0.2591359185
171	0.2587115855
172	0.2584411802
173	0.2582478079
174	0.2576052439
175	0.2572966064
176	0.2570911778
177	0.2567758796
178	0.2565402894
179	0.2561754459
180	0.2555780855
181	0.2553434368
182	0.2551536815
183	0.2549496831
184	0.2547917283
185	0.25461146
186	0.2542363942
187	0.2540507131
188	0.2539295117
189	0.2536951892
190	0.2534515251
191	0.253102486
192	0.2527645627
193	0.2525639898
194	0.2523422929
195	0.2520598804
196	0.2518966101
197	0.2517275474
198	0.2515365415
199	0.2513493502
200	0.2508943397
201	0.2507387605
202	0.2504844484
203	0.2501057391
204	0.2498116575
205	0.2496803556
206	0.2494658713
207	0.2490853942
208	0.2488623311
209	0.2486132221
210	0.248408115
211	0.2481606194
212	0.2479572653
213	0.2477259429
214	0.2475306753
215	0.2473584932
216	0.2471298379
217	0.2468947478
218	0.2467312563
219	0.2465022504
220	0.2463072459
221	0.2461697832
222	0.2460036609
223	0.245792274
224	0.2456834805
225	0.2454435479
226	0.2453281602
227	0.245220427
228	0.2449626864
229	0.244758846
230	0.244609957
231	0.2443768774
232	0.2441932845
233	0.244041986
234	0.2439070898
235	0.2437546232
236	0.2435941671
237	0.2433919439
238	0.2430235105
239	0.2427875822
240	0.2426613844
241	0.2424913495
242	0.2423656137
243	0.2422018321
244	0.242013042
245	0.2418775548
246	0.241619512
247	0.2413940592
248	0.2412137707
249	0.2409608378
250	0.2407355128
251	0.2406147507
252	0.2404925785
253	0.2403615588
254	0.2402314071
255	0.2400577399
256	0.2398636076
257	0.2396516975
258	0.2393429941
259	0.2389906577
260	0.2387729854
261	0.2385230699
262	0.2383144381
263	0.2381250767
264	0.2379334517
265	0.2378207056
266	0.2375440796
267	0.2373382976
268	0.2371260572
269	0.2367743221
270	0.236597022
271	0.2363334193
272	0.2361323342
273	0.2359342
274	0.2357852854
275	0.2355883179
276	0.2353922707
277	0.235216187
278	0.2350210718
279	0.2348985192
280	0.2347625619
281	0.2344903932
282	0.2343032212
283	0.2341795232
284	0.2340297286
285	0.2338730321
286	0.2335701804
287	0.2334017935
288	0.2332350904
289	0.232843428
290	0.2326169436
291	0.232460187
292	0.2323023777
293	0.2321802413
294	0.2319752572
295	0.2317040011
296	0.2315307465
297	0.2313855991
298	0.2311968059
299	0.2310816361
300	0.2308867266
301	0.2307244493
302	0.2305654953
303	0.2304113255
304	0.2300632884
305	0.229931103
306	0.2296548568
307	0.229392418
308	0.2292118488
309	0.2291093711
310	0.2289907165
311	0.2288349534
312	0.2285958906
313	0.2285020635
314	0.2283450577
315	0.2281135893
316	0.2278928491
317	0.2276905795
318	0.2274929322
319	0.2272023007
320	0.2270752275
321	0.2269340734
322	0.2267319419
323	0.226545646
324	0.2263905284
325	0.2261969436
326	0.2260874037
327	0.2259094313
328	0.2256813603
329	0.2255905811
330	0.2253989884
331	0.2252928222
332	0.2250747119
333	0.2247229808
334	0.2245535886
335	0.2243763333
336	0.2242261893
337	0.2239591598
338	0.2236879498
339	0.2235503176
340	0.2233436514
341	0.2231741094
342	0.223089918
343	0.2228005469
344	0.2225777433
345	0.222432159
346	0.2222748559
347	0.2220104808
348	0.2217949014
349	0.2215770882
350	0.2212695365
351	0.2209877374
352	0.2208493483
353	0.220614309
354	0.2203854524
355	0.2201684719
356	0.219916566
357	0.2197721209
358	0.2194705643
359	0.2191955297
360	0.2189298484
361	0.218788768
362	0.2186257507
363	0.2184384256
364	0.2181973465
365	0.2179930295
366	0.2177915657
367	0.217516079
368	0.21742761
369	0.2172184086
370	0.2170926677
371	0.2168694026
372	0.2166775192
373	0.216540107
374	0.2162828061
375	0.2160692778
376	0.2159260581
377	0.2157468395
378	0.2156171276
379	0.215458497
380	0.2152694035
381	0.2151141045
382	0.2149485416
383	0.2144373408
384	0.214262763
385	0.2141197912
386	0.2139838914
387	0.2138064804
388	0.213639713
389	0.2135007124
390	0.2133906202
391	0.2132154366
392	0.2129306066
393	0.2127721914
394	0.2126519443
395	0.2124304573
396	0.212141655
397	0.2119041275
398	0.2115838538
399	0.2113123664
400	0.2111431403
401	0.2108629565
402	0.2106552288
403	0.2104886748
404	0.2103223044
405	0.2102115905
406	0.2100680715
407	0.2099215106
408	0.209686488
409	0.2094615311
410	0.2093119105
411	0.2088712142
412	0.208786092
413	0.208516026
414	0.2083622339
415	0.2082126985
416	0.2079933938
417	0.2078765479
418	0.2076236321
419	0.20747958
420	0.207322172
421	0.2071642037
422	0.2070819095
423	0.2069222908
424	0.2067376964
425	0.2065486567
426	0.2064314014
427	0.2063070407
428	0.2061680534
429	0.2060502273
430	0.2057040014
431	0.2055665699
432	0.2054586592
433	0.2051482727
434	0.2050496009
435	0.2049002894
436	0.2047555976
437	0.2046053378
438	0.204420824
439	0.2042802517
440	0.2041598041
441	0.2040251295
442	0.2038423808
443	0.20369974
444	0.2035409171
445	0.2034720142
446	0.2033354656
447	0.2032033968
448	0.2031195875
449	0.2029791674
450	0.202778351
451	0.202526446
452	0.2022810471
453	0.2021686608
454	0.2020479008
455	0.2017589435
456	0.2016426363
457	0.2014977198
458	0.2012414719
459	0.2010919989
460	0.2009766673
461	0.2008354424
462	0.2007386786
463	0.2003811057
464	0.2002408291
465	0.2000472026
466	0.1999103041
467	0.1996592927
468	0.1995497879
469	0.1994177454
470	0.1992731063
471	0.1990537274
472	0.198957888
473	0.1988506179
474	0.1987560459
475	0.1986527541
476	0.198516802
477	0.1983528426
478	0.1981829895
479	0.1980167815
480	0.1978740546
481	0.1977642177
482	0.1975920371
483	0.1974812978
484	0.1973367571
485	0.1972304007
486	0.1970372272
487	0.1969045149
488	0.1968046849
489	0.1965995485
490	0.1964946405
491	0.1963887442
492	0.196284729
493	0.1961286946
494	0.1959968404
495	0.1958926013
496	0.1957750013
497	0.1956670253
498	0.1955593368
499	0.1954708185
500	0.1953242415
501	0.1952262985
502	0.1951293465
503	0.1950490089
504	0.1948557706
505	0.1947197182
506	0.1945022448
507	0.1943044227
508	0.194058632
509	0.193982102
510	0.1937919503
511	0.1935627556
512	0.1934518908
513	0.1932462866
514	0.1930811354
515	0.1929956241
516	0.1928542699
517	0.1926790458
518	0.1924800975
519	0.1923527357
520	0.1922755401
521	0.1920501823
522	0.1919361992
523	0.1918587467
524	0.1917716551
525	0.1916234304
526	0.1914769147
527	0.1913282767
528	0.191165845
529	0.1910295049
530	0.1908713942
531	0.1907085686
532	0.1906202366
533	0.1904818793
534	0.1903481087
535	0.1901735725
536	0.1900902879
537	0.1899938103
538	0.1898773753
539	0.1897971072
540	0.1896620849
541	0.1894981951
542	0.1893679377
543	0.1892752566
544	0.1891561636
545	0.1890302484
546	0.188896705
547	0.1888305159
548	0.1885988723
549	0.1885019111
550	0.1883420961
551	0.188241614
552	0.1880857012
553	0.1879535605
554	0.1877502852
555	0.1876706455
556	0.1876018226
557	0.1874642853
558	0.1871966938
559	0.1870822699
560	0.1870107056
561	0.1868875335
562	0.1867752745
563	0.1866306096
564	0.1864393288
565	0.1863245272
566	0.1862065677
567	0.1858548343
568	0.1857417118
569	0.1856424409
570	0.185536622
571	0.1854076194
572	0.1852786013
573	0.1851365208
574	0.1850666956
575	0.1849594131
576	0.1848275426
577	0.1847233644
578	0.1846041597
579	0.1844707554
580	0.1843186154
581	0.1842174469
582	0.1841056431
583	0.1839584922
584	0.1838437562
585	0.1837274458
586	0.1835745652
587	0.1834365612
588	0.1833263284
589	0.1832445136
590	0.183107941
591	0.1830248198
592	0.1829134607
593	0.1828299175
594	0.182703742
595	0.1825636604
596	0.1824987078
597	0.182380817
598	0.1823382627
599	0.1822111941
600	0.1821014479
601	0.1820262383
602	0.1819498557
603	0.1817704469
604	0.1816528266
605	0.1815580978
606	0.1815016715
607	0.1814017344
608	0.1812721946
609	0.1811338326
610	0.181060894
611	0.1809350196
612	0.1808118556
613	0.1807618385
614	0.1807000514
615	0.18063432
616	0.1804864094
617	0.18036507
618	0.1802708155
619	0.180132082
620	0.1800252196
621	0.1799290115
622	0.1798471808
623	0.1797317905
624	0.1796104185
625	0.1795439209
626	0.1794180799
627	0.1793378419
628	0.1792378218
629	0.1791207651
630	0.1790024225
631	0.1789138525
632	0.1787664812
633	0.1786444732
634	0.1785547869
635	0.1784469712
636	0.1782785538
637	0.1781929777
638	0.1780606725
639	0.1779779302
640	0.1778935822
641	0.1778000241
642	0.1777323497
643	0.177653804
644	0.1775485545
645	0.1774761197
646	0.1774171983
647	0.1772452934
648	0.1771220357
649	0.1770075408
650	0.1768789587
651	0.1768321994
652	0.1767357786
653	0.1766230417
654	0.1765098861
655	0.1764201292
656	0.1763070167
657	0.1762183395
658	0.1760868441
659	0.1759824073
660	0.175872809
661	0.1757703522
662	0.175633213
663	0.1755763899
664	0.17551799
665	0.1753909806
666	0.1752747925
667	0.1752041893
668	0.1750800802
669	0.1749999198
670	0.1748467208
671	0.1747533308
672	0.1745882825
673	0.1745199388
674	0.1744011432
675	0.1743371892
676	0.1742559651
677	0.1741129729
678	0.1740166979
679	0.1739613612
680	0.1738919761
681	0.1737946821
682	0.1736724944
683	0.1736143799
684	0.1735047781
685	0.1733812342
686	0.173279269
687	0.173210653
688	0.1731342277
689	0.173036195
690	0.1729675708
691	0.1728790016
692	0.1728043961
693	0.1727092952
694	0.172644743
695	0.1725352274
696	0.1724411405
697	0.1723444722
698	0.1722148077
699	0.1721630021
700	0.1721014248
701	0.1719694361
702	0.1718797979
703	0.1718170393
704	0.1716761656
705	0.17160157
706	0.1715279984
707	0.1714277423
708	0.1713274255
709	0.1712106357
710	0.1711253583
711	0.1709859533
712	0.1708647407
713	0.170683207
714	0.1705509536
715	0.1704440274
716	0.1703458129
717	0.170238085
718	0.1701568886
719	0.1700671368
720	0.1699564122
721	0.169824146
722	0.1697259188
723	0.1696701675
724	0.1695880246
725	0.1695275977
726	0.1694413713
727	0.1693407497
728	0.1692670641
729	0.1691628493
730	0.1690839774
731	0.1689745291
732	0.1689242752
733	0.1688423663
734	0.1687817813
735	0.1687099481
736	0.1686303769
737	0.1685503754
738	0.1684739646
739	0.1683488456
740	0.1682687646
741	0.1681620122
742	0.1680260079
743	0.1679626209
744	0.1678670092
745	0.1677914988
746	0.1677079402
747	0.167609481
748	0.1675176781
749	0.1674470173
750	0.1674003774
751	0.1673307308
752	0.167273747
753	0.1672017702
754	0.1671167036
755	0.1670428444
756	0.1669956672
757	0.1669330827
758	0.1668547792
759	0.1667301015
760	0.1666770097
761	0.1665729933
762	0.1665133704
763	0.1664225823
764	0.1663380043
765	0.1662836855
766	0.1661847992
767	0.1660942028
768	0.1660101228
769	0.1659193641
770	0.1658000051
771	0.1657113154
772	0.1656285443
773	0.1655464981
774	0.1654533989
775	0.1653965795
776	0.1653078287
777	0.1652116353
778	0.1651377377
779	0.165087747
780	0.1650388265
781	0.164990549
782	0.1649332243
783	0.164867224
784	0.1648058763
785	0.1647443975
786	0.1646075517
787	0.1645426545
788	0.1644156377
789	0.1643284163
790	0.1642699083
791	0.1641606552
792	0.1640901558
793	0.1639872746
794	0.1639233554
795	0.1638565535
796	0.1637993004
797	0.1637043662
798	0.1636075083
799	0.1635644248
800	0.1634379023
801	0.1633383495
802	0.163287188
803	0.1631943786
804	0.163057529
805	0.1629896715
806	0.1628813618
807	0.1628051776
808	0.1627053557
809	0.1626284557
810	0.1625762456
811	0.162517025
812	0.1624582648
813	0.1623667489
814	0.1623096562
815	0.1622335802
816	0.1621331781
817	0.1620188327
818	0.1618493687
819	0.161796403
820	0.1617160443
821	0.161657417
822	0.1615692636
823	0.1614837352
824	0.1614358663
825	0.1613110385
826	0.1612578048
827	0.1611639361
828	0.1610787792
829	0.1609854089
830	0.1609188994
831	0.1608446961
832	0.1607876153
833	0.1607472708
834	0.1606553627
835	0.1605699838
836	0.160430409
837	0.1603038877
838	0.1602553985
839	0.160128997
840	0.1600390902
841	0.1599989846
842	0.1599549891
843	0.1598886383
844	0.1597949844
845	0.1596981113
846	0.1596098963
847	0.1595674843
848	0.1595184102
849	0.1593992474
850	0.1593216184
851	0.1592127309
852	0.1591508988
853	0.1590753729
854	0.159003336
855	0.158935828
856	0.1588550811
857	0.1587359898
858	0.1586555402
859	0.1586165691
860	0.1585550283
861	0.1585107729
862	0.1584433938
863	0.1583814034
864	0.1583218573
865	0.158247723
866	0.1581684361
867	0.1580605591
868	0.1580167685
869	0.157899138
870	0.1578317452
871	0.1577712576
872	0.1577026323
873	0.1575777591
874	0.1574389634
875	0.1573590745
876	0.1572674646
877	0.1571827021
878	0.1570961461
879	0.1570089185
880	0.1568834369
881	0.156813533
882	0.1567738208
883	0.1566924163
884	0.1565870937
885	0.1564814442
886	0.156398184
887	0.1563273373
888	0.1562620986
889	0.1561592804
890	0.1561020108
891	0.1560493095
892	0.156005699
893	0.1559500787
894	0.155891258
895	0.1558005035
896	0.1557495679
897	0.1556561006
898	0.1556133641
899	0.1555155672
900	0.1554572411
901	0.1553658059
902	0.1552873267
903	0.1552536881
904	0.1551585727
905	0.1551194098
906	0.1550549694
907	0.1549755008
908	0.1549139144
909	0.1548330852
910	0.1547873248
911	0.1547516706
912	0.1546752304
913	0.1546275772
914	0.1545722798
915	0.1544820211
916	0.1543734353
917	0.1542878994
918	0.1542286768
919	0.1541358639
920	0.1540967992
921	0.154061579
922	0.1539200241
923	0.1538328397
924	0.1537658386
925	0.1536876402
926	0.1536400439
927	0.1535898553
928	0.1535376782
929	0.1534709054
930	0.1534065911
931	0.1533644685
932	0.1533019845
933	0.1532214463
934	0.1531599057
935	0.1530611707
936	0.1529545518
937	0.1528849475
938	0.1528150829
939	0.1527407985
940	0.1526588295
941	0.1525358552
942	0.1524811243
943	0.1524048949
944	0.1523147236
945	0.1522308681
946	0.1521842727
947	0.1521042319
948	0.1520078161
949	0.151914013
950	0.1518302901
951	0.1517522501
952	0.1517004925
953	0.1516603656
954	0.1515673047
955	0.1515074208
956	0.1514004963
957	0.1513510765
958	0.1512887023
959	0.1512506673
960	0.1512079998
961	0.1511015125
962	0.1510461874
963	0.1509648526
964	0.1509079218
965	0.1508041693
966	0.1507250376
967	0.1506035583
968	0.150557205
969	0.150489227
970	0.1504166044
971	0.1503454468
972	0.1502957807
973	0.1501850876
974	0.1501286372
975	0.1500638643
976	0.1500050433
977	0.1499511739
978	0.1499006215
979	0.1498277047
980	0.1497675188
981	0.1496587558
982	0.1496003185
983	0.1495477511
984	0.1495001548
985	0.1493986083
986	0.1493467916
987	0.1493008773
988	0.1492293436
989	0.1491398888
990	0.14906535
991	0.1490078676
992	0.1488852146
993	0.1488179378
994	0.1487647982
995	0.1486896729
996	0.1486124995
997	0.1485748115
998	0.1484825683
999	0.1484297324
